fg_phenotype	name	category	category_index	fg_n_cases	fg_n_controls	ukbb_phenotype	ukbb_n_cases	ukbb_n_controls	ukbb_phecode_type	ukbb_phecode	ukbb_phecode_sex	mvp_phenotype	MVP_AFR_n_cases	MVP_EUR_n_cases	MVP_AMR_n_cases	MVP_AFR_n_controls	MVP_EUR_n_controls	MVP_AMR_n_controls	path_bucket	path_https
I9_HYPTENSHD	Hypertensive Heart Disease	IX Diseases of the circulatory system (I9_)	10	11728	345634	I9_HYPTENSHD	782	286089	custom	NA	NA	401.21	8651	26533	2201	106032	408468	46962	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HYPTENSHD_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HYPTENSHD_meta_out.tsv.gz
I9_HYPTENSPUL	Hypertension, Pulmonary Arterial	IX Diseases of the circulatory system (I9_)	10	301	345634	I9_HYPTENSPUL	629	286089	custom	NA	NA	415.21	608	1764	NA	120174	453560	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HYPTENSPUL_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_HYPTENSPUL_meta_out.tsv.gz
I9_ICH	Intracerebral haemorrhage	IX Diseases of the circulatory system (I9_)	10	5112	450016	phecode-430.2-both_sexes	1027	407633	phecode	430.2	both_sexes	430.2	557	1464	NA	120728	455736	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ICH_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_ICH_meta_out.tsv.gz
I9_IHD	Ischaemic heart disease, wide definition	IX Diseases of the circulatory system (I9_)	10	84088	416260	phecode-411-both_sexes	37672	382052	phecode	411	both_sexes	411	26866	143232	10191	83390	280720	37078	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_IHD_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_IHD_meta_out.tsv.gz
I9_LBBB	Left bundle-branch block	IX Diseases of the circulatory system (I9_)	10	2766	375343	I9_LBBB	4818	355058	custom	NA	NA	426.32	885	5164	NA	119417	446227	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_LBBB_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_LBBB_meta_out.tsv.gz
I9_MI_STRICT	Myocardial infarction, strict	IX Diseases of the circulatory system (I9_)	10	31666	416171	I9_MI_STRICT	13684	369609	custom	NA	NA	411.2	7836	39613	2989	109218	399292	46689	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_MI_STRICT_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_MI_STRICT_meta_out.tsv.gz
I9_OTHPER	Other peripheral vascular diseases	IX Diseases of the circulatory system (I9_)	10	3153	463106	icd10-I73-both_sexes	4778	415753	icd10	I73	both_sexes	443.8	769	2715	NA	119642	451106	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_OTHPER_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_OTHPER_meta_out.tsv.gz
I9_PAROXTAC	Paroxysmal tachycardia	IX Diseases of the circulatory system (I9_)	10	12878	252810	icd10-I47-both_sexes	3974	416557	icd10	I47	both_sexes	427.1	3892	15753	861	114729	429363	49390	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_PAROXTAC_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_PAROXTAC_meta_out.tsv.gz
I9_PERICARD	Pericarditis	IX Diseases of the circulatory system (I9_)	10	1356	375343	phecode-420.21-both_sexes	255	416313	phecode	420.21	both_sexes	420.21	NA	784	NA	NA	456789	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_PERICARD_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_PERICARD_meta_out.tsv.gz
I9_PHLETHROM	Phlebitis and thrombophlebitis (not including DVT)	IX Diseases of the circulatory system (I9_)	10	9750	432223	phecode-451-both_sexes	4797	376206	phecode	451	both_sexes	451	1141	3939	NA	118338	447433	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_PHLETHROM_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_PHLETHROM_meta_out.tsv.gz
I9_PULMEMB	Pulmonary embolism	IX Diseases of the circulatory system (I9_)	10	12762	486319	phecode-415.1-both_sexes	4719	411769	phecode	415.1	both_sexes	415.1	3601	11180	614	117033	443508	50273	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_PULMEMB_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_PULMEMB_meta_out.tsv.gz
I9_RBBB	Right bundle-branch block	IX Diseases of the circulatory system (I9_)	10	1347	375343	I9_RBBB	4634	355058	custom	NA	NA	426.31	1021	7141	NA	119223	441365	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_RBBB_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_RBBB_meta_out.tsv.gz
I9_SAH	Subarachnoid haemorrhage	IX Diseases of the circulatory system (I9_)	10	4180	450276	phecode-430.1-both_sexes	1005	407633	phecode	430.1	both_sexes	430.1	NA	741	NA	NA	457080	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_SAH_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_SAH_meta_out.tsv.gz
I9_SECONDRIGHT	Secondary right heart disease	IX Diseases of the circulatory system (I9_)	10	1467	486319	phecode-415.2-both_sexes	728	411769	phecode	415.2	both_sexes	415.2	3520	11791	783	114964	434149	49482	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_SECONDRIGHT_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_SECONDRIGHT_meta_out.tsv.gz
I9_SEQULAE	Sequelae of cerebrovascular disease	IX Diseases of the circulatory system (I9_)	10	15879	453828	phecode-433.8-both_sexes	1688	407633	phecode	433.8	both_sexes	433.8	5522	14592	1450	113270	433053	48742	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_SEQULAE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_SEQULAE_meta_out.tsv.gz
I9_UAP	Unstable angina pectoris	IX Diseases of the circulatory system (I9_)	10	17428	443161	I9_UAP	6726	393961	custom	NA	NA	411.1	3327	16694	1389	114055	425037	48326	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_UAP_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_UAP_meta_out.tsv.gz
I9_VARICVE	Varicose veins	IX Diseases of the circulatory system (I9_)	10	38467	432223	I9_VARICVE	20324	385871	custom	NA	NA	454.1	2769	16181	1365	116598	429263	48620	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_VARICVE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_VARICVE_meta_out.tsv.gz
I9_VARICVESOTH	Varicose veins of other sites	IX Diseases of the circulatory system (I9_)	10	2560	432223	icd10-I86-both_sexes	572	419959	icd10	I86	both_sexes	454	3605	18762	1848	114561	422771	47569	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_VARICVESOTH_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_VARICVESOTH_meta_out.tsv.gz
I9_VHD	Valvular heart disease excluding rheumatic fever	IX Diseases of the circulatory system (I9_)	10	28602	375343	phecode-395-both_sexes	7051	400902	phecode	395	both_sexes	395	5345	32879	1814	110488	400942	47585	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_VHD_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/I9_VHD_meta_out.tsv.gz
IPF	Idiopathic pulmonary fibrosis	Interstitial lung disease endpoints	11	2700	494583	phecode-502-both_sexes	1265	404684	phecode	502	both_sexes	502	1003	5889	NA	119322	445195	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/IPF_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/IPF_meta_out.tsv.gz
J10_ACUTELOWERNAS	Unspecified acute lower respiratory infection	X Diseases of the respiratory system (J10_)	11	6465	471806	phecode-519.8-both_sexes	11538	407792	phecode	519.8	both_sexes	519.8	1022	4799	NA	117369	441090	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_ACUTELOWERNAS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_ACUTELOWERNAS_meta_out.tsv.gz
J10_ASTHMA_EXMORE	Asthma (more control exclusions)	X Diseases of the respiratory system (J10_)	11	59100	259839	phecode-495-both_sexes	31169	379656	phecode	495	both_sexes	495	12042	37452	4856	104990	404455	44497	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_ASTHMA_EXMORE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_ASTHMA_EXMORE_meta_out.tsv.gz
J10_BRONCH	Bronchitis, not specified as acute or chronic	X Diseases of the respiratory system (J10_)	11	3729	409070	phecode-497-both_sexes	797	379656	phecode	497	both_sexes	497	6445	20195	2055	103190	398777	44762	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_BRONCH_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_BRONCH_meta_out.tsv.gz
J10_BRONCHIECTASIS	Bronchiectasis	X Diseases of the respiratory system (J10_)	11	2932	409070	phecode-496.3-both_sexes	2682	379656	phecode	496.3	both_sexes	496.3	NA	1891	NA	NA	454440	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_BRONCHIECTASIS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_BRONCHIECTASIS_meta_out.tsv.gz
J10_CHRONLARYNGITIS	Chronic laryngitis and laryngotracheitis	X Diseases of the respiratory system (J10_)	11	5825	371520	phecode-473.1-both_sexes	108	398757	phecode	473.1	both_sexes	473.1	NA	915	NA	NA	454933	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_CHRONLARYNGITIS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_CHRONLARYNGITIS_meta_out.tsv.gz
J10_CHRONRHINITIS	Chronic rhinitis, nasopharyngitis and pharyngitis	X Diseases of the respiratory system (J10_)	11	15219	371520	phecode-472-both_sexes	1125	398757	phecode	472	both_sexes	472	5930	21599	2334	108102	410971	46002	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_CHRONRHINITIS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_CHRONRHINITIS_meta_out.tsv.gz
J10_CHRONSINUSITIS	Chronic sinusitis	X Diseases of the respiratory system (J10_)	11	22099	371520	J10_CHRONSINUSITIS	3883	370836	custom	NA	NA	475	10948	37930	3331	98999	381253	43905	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_CHRONSINUSITIS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_CHRONSINUSITIS_meta_out.tsv.gz
J10_EMPHYSEMA	Emphysema	X Diseases of the respiratory system (J10_)	11	2711	409070	J10_EMPHYSEMA	4486	358129	custom	NA	NA	496.1	2186	11773	NA	116754	433445	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_EMPHYSEMA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_EMPHYSEMA_meta_out.tsv.gz
J10_INFLUENZA	All influenza	X Diseases of the respiratory system (J10_)	11	11558	415538	phecode-481-both_sexes	414	405999	phecode	481	both_sexes	481	1838	5206	650	113262	436643	47995	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_INFLUENZA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_INFLUENZA_meta_out.tsv.gz
J10_LARYNGITIS	Acute laryngitis and tracheitis	X Diseases of the respiratory system (J10_)	11	6038	402652	phecode-465.4-both_sexes	197	417499	phecode	465.4	both_sexes	465.4	NA	655	NA	NA	453932	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_LARYNGITIS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_LARYNGITIS_meta_out.tsv.gz
J10_NASALPOLYP	Nasal polyp	X Diseases of the respiratory system (J10_)	11	8496	371520	phecode-471-both_sexes	3666	398757	phecode	471	both_sexes	471	906	4104	NA	120005	450987	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_NASALPOLYP_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_NASALPOLYP_meta_out.tsv.gz
J10_PERITONSABSC	Peritonsillar abscess	X Diseases of the respiratory system (J10_)	11	10405	371520	phecode-474-both_sexes	2244	398757	phecode	474	both_sexes	474	1472	2697	679	117785	450975	49429	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PERITONSABSC_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PERITONSABSC_meta_out.tsv.gz
J10_PHARYNGITIS	Acute pharyngitis	X Diseases of the respiratory system (J10_)	11	6953	402652	phecode-465.2-both_sexes	1086	417499	phecode	465.2	both_sexes	465.2	6141	14436	2335	102494	407878	43681	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PHARYNGITIS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PHARYNGITIS_meta_out.tsv.gz
J10_PNEUMOBACT	Bacterial pneumoniae	X Diseases of the respiratory system (J10_)	11	21582	415538	phecode-480.1-both_sexes	9453	405999	phecode	480.1	both_sexes	480.1	2671	12190	816	115268	431237	49106	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PNEUMOBACT_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PNEUMOBACT_meta_out.tsv.gz
J10_PNEUMONIA	All pneumoniae	X Diseases of the respiratory system (J10_)	11	78791	421557	phecode-480-both_sexes	14054	405999	phecode	480	both_sexes	480	10974	44325	3579	102872	384896	44848	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PNEUMONIA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PNEUMONIA_meta_out.tsv.gz
J10_PNEUMONISOLLIQ	Pneumonitis due to solids and liquids	X Diseases of the respiratory system (J10_)	11	3168	494595	icd10-J69-both_sexes	990	419541	icd10	J69	both_sexes	501	592	3369	NA	119658	448621	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PNEUMONISOLLIQ_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PNEUMONISOLLIQ_meta_out.tsv.gz
J10_PULMEOS	Pulmonary eosinophilia, not elsewhere classified	X Diseases of the respiratory system (J10_)	11	414	493301	NA	NA	NA	NA	NA	NA	505	532	1390	NA	119908	453218	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PULMEOS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PULMEOS_meta_out.tsv.gz
J10_PULMOEDEMA	Pulmonary oedema	X Diseases of the respiratory system (J10_)	11	625	493301	phecode-503-both_sexes	602	404684	phecode	503	both_sexes	503	717	2194	NA	118824	448834	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PULMOEDEMA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_PULMOEDEMA_meta_out.tsv.gz
J10_SINUSITIS	Acute sinusitis	X Diseases of the respiratory system (J10_)	11	28616	402652	J10_SINUSITIS	21259	348198	custom	NA	NA	464	8247	26264	2387	100015	388332	44047	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_SINUSITIS_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/J10_SINUSITIS_meta_out.tsv.gz
JOINTPAIN	Pain in joint	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	14	39344	262404	phecode-745-both_sexes	9704	410827	phecode	745	both_sexes	745	86695	274417	34360	22356	130328	11104	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/JOINTPAIN_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/JOINTPAIN_meta_out.tsv.gz
K11_ACUTGASTR	Acute gastritis	XI Diseases of the digestive system (K11_)	12	3080	423785	phecode-535.1-both_sexes	1447	379860	phecode	535.1	both_sexes	535.1	755	1663	NA	117564	448434	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_ACUTGASTR_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_ACUTGASTR_meta_out.tsv.gz
K11_ACUTPANC	Acute pancreatitis	XI Diseases of the digestive system (K11_)	12	8446	437418	icd10-K85-both_sexes	2366	418165	icd10	K85	both_sexes	577.1	3154	7734	943	116960	446549	49697	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_ACUTPANC_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_ACUTPANC_meta_out.tsv.gz
K11_ADHE	Intestinal adhesions without obstruction	XI Diseases of the digestive system (K11_)	12	3213	394725	phecode-560.3-both_sexes	1082	330270	phecode	560.3	both_sexes	560.3	NA	724	NA	NA	456725	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_ADHE_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_ADHE_meta_out.tsv.gz
K11_APHTA_RECUR	Recurring oral aphthae	XI Diseases of the digestive system (K11_)	12	1658	498690	phecode-528.1-both_sexes	593	413830	phecode	528.1	both_sexes	528.1	NA	1735	NA	NA	451083	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_APHTA_RECUR_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_APHTA_RECUR_meta_out.tsv.gz
K11_APPENDOTH	Other appendicitis	XI Diseases of the digestive system (K11_)	12	3450	458424	phecode-540.1-both_sexes	4133	416195	phecode	540.1	both_sexes	540.1	824	3733	596	120638	453542	50400	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_APPENDOTH_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_APPENDOTH_meta_out.tsv.gz
K11_BILIAOTH	Other diseases of biliary tract	XI Diseases of the digestive system (K11_)	12	3236	437418	icd10-K83-both_sexes	2591	417940	icd10	K83	both_sexes	575.8	NA	1836	NA	NA	453035	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_BILIAOTH_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_BILIAOTH_meta_out.tsv.gz
K11_CD_STRICT2	Crohn disease (strict definition, require KELA, min 2 HDR)	XI Diseases of the digestive system (K11_)	12	2489	497622	K11_CD_STRICT2	1688	418854	custom	NA	NA	555.1	571	3448	NA	120886	453670	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_CD_STRICT2_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_CD_STRICT2_meta_out.tsv.gz
K11_CHOLECYST	Cholecystitis	XI Diseases of the digestive system (K11_)	12	5851	437418	K11_CHOLECYST	5227	387531	custom	NA	NA	574.3	1264	6920	955	119496	446253	49553	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_CHOLECYST_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_CHOLECYST_meta_out.tsv.gz
K11_CHOLELITH	Cholelithiasis	XI Diseases of the digestive system (K11_)	12	49834	437418	K11_CHOLELITH	25423	387531	custom	NA	NA	574.1	3636	18508	2295	115711	428041	47637	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_CHOLELITH_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_CHOLELITH_meta_out.tsv.gz
K11_CHRONHEP	Chronic hepatitis, not elsewhere classified	XI Diseases of the digestive system (K11_)	12	1215	485213	icd10-K73-both_sexes	162	420369	icd10	K73	both_sexes	70.4	1128	1994	NA	119050	453750	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_CHRONHEP_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_CHRONHEP_meta_out.tsv.gz
K11_CHRONPANC	Chronic pancreatitis	XI Diseases of the digestive system (K11_)	12	4820	437418	K11_CHRONPANC	897	387531	custom	NA	NA	577.2	1478	3027	NA	119427	453181	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_CHRONPANC_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_CHRONPANC_meta_out.tsv.gz
K11_CONSTIPATION	Constipation	XI Diseases of the digestive system (K11_)	12	51956	448392	phecode-563-both_sexes	13839	330270	phecode	563	both_sexes	563	18119	49201	4997	88971	364184	41202	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_CONSTIPATION_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_CONSTIPATION_meta_out.tsv.gz
K11_DIAHER	Diaphragmatic hernia	XI Diseases of the digestive system (K11_)	12	16034	426666	phecode-550.2-both_sexes	33482	363863	phecode	550.2	both_sexes	550.2	3391	20087	1448	112596	413129	47793	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_DIAHER_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_DIAHER_meta_out.tsv.gz
K11_DISORD_TEETH	Other disorders of teeth and supporting structures	XI Diseases of the digestive system (K11_)	12	9515	310260	phecode-525-both_sexes	3156	408157	phecode	525	both_sexes	525	38109	83934	11810	71367	343750	35053	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_DISORD_TEETH_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_DISORD_TEETH_meta_out.tsv.gz
K11_DIVERTIC	Diverticular disease of intestine	XI Diseases of the digestive system (K11_)	12	43138	394725	phecode-562-both_sexes	35659	330270	phecode	562	both_sexes	562	11647	61479	5230	96754	336562	40775	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_DIVERTIC_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_DIVERTIC_meta_out.tsv.gz
K11_DULC	Duodenal ulcer	XI Diseases of the digestive system (K11_)	12	4590	423785	K11_DULC	7208	313330	custom	NA	NA	531.3	680	2445	NA	120033	452054	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_DULC_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_DULC_meta_out.tsv.gz
K11_GASTRODUOULC	Gastroduodenal ulcer	XI Diseases of the digestive system (K11_)	12	12074	423785	K11_GASTRODUOULC	14939	313330	custom	NA	NA	531	5106	16644	1533	112805	428889	48294	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_GASTRODUOULC_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_GASTRODUOULC_meta_out.tsv.gz
K11_GULC	Gastric ulcer	XI Diseases of the digestive system (K11_)	12	7787	423785	phecode-531.2-both_sexes	5323	411516	phecode	531.2	both_sexes	531.2	1067	3704	NA	118942	448964	NA	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_GULC_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_GULC_meta_out.tsv.gz
K11_HERING	Inguinal hernia	XI Diseases of the digestive system (K11_)	12	43066	426666	phecode-550.1-both_sexes	18559	363863	phecode	550.1	both_sexes	550.1	6798	30768	2626	112494	416546	47374	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_HERING_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_HERING_meta_out.tsv.gz
K11_HERNIA	Hernia	XI Diseases of the digestive system (K11_)	12	73682	426666	phecode-550-both_sexes	56668	363863	phecode	550	both_sexes	550	14411	72077	6208	98957	350932	41734	gs://finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_HERNIA_meta_out.tsv.gz	https://storage.googleapis.com/finngen-public-data-r12/meta_analysis/mvp_ukbb/summary_stats/K11_HERNIA_meta_out.tsv.gz
